"New Zealand Schools Directory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand schools including contact details, institution and regional information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"^Email addresses are only listed for schools that agreed to have their email publicly released. Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Principal names are available for State and State Integrated Schools. Principal names for Private Schools are provided where available.  The most up to date information that we have available has been provided.  Recent changes may not be reflected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roll data as at 1 September 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional Council: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Territorial Authority: All Selected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Type: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Gender: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definition: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Number,School Name,Telephone,Fax,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban Area,School Type,Definition,Authority,Donations,Gender of Students,Territorial Authority,Regional Council,Ministry of Education Local Office,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Community of Learning ID,Community of Learning Name,Latitude,Longitude,Isolation Index,Decile,Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International
11,Opononi Area School,09 405 8500,09 405 8501,anitaw@opononi.school.nz,Pateriki Toi,,263 State Highway 12,Omapere,Kaikohe,Private Bag 759,,Kaikohe,440,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Far North District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Omapere and Opononi,Kaikohe-Hokianga Ward,99148,Hokianga Community of Learning,-35.528555,173.390212,2.80,,132,23,107,1,0,1,0,0
12,Tauraroa Area School,09 432 2643,09 432 2436,general@tauraroa.school.nz,Grant Burns,http://www.tauraroa.school.nz,398 Tauraroa Road,,Maungakaramea,P O Box 36,,Maungakaramea,146,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Wharekohe-Oakleigh,Bream Bay Ward,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.873069,174.218169,0.95,,441,297,119,4,9,3,7,2
13,Kamo High School,09 435 1688,09 435 0790,accounts@kamohigh.school.nz,Natasha Hemara,http://www.kamohigh.school.nz/,1 Wilkinson Avenue,Kamo,Whangarei,P O Box 4137,,Kamo,141,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Kamo East,Denby Ward,99182,Te Tai Raki Whangarei Kāhui Ako,-35.684394,174.302813,0.71,,732,297,378,22,22,3,3,7
14,Tikipunga High School,09 437 3299,09 437 2522,sec@tikihigh.school.nz,Alec Solomon,https://tikipungahigh.school.nz/,194 Corks Road,Tikipunga,Whangarei,P O Box 7041,Tikipunga,Whangarei,144,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Tikipunga West,Denby Ward,,,-35.683559,174.328317,0.70,,329,35,277,9,4,0,4,0
15,Whangārei Boys' High School,09 430 4170,09 430 4172,enquiries@wbhs.school.nz,Karen Gilbert-Smith,http://www.wbhs.school.nz,245 Western Hills Drive,Avenues,Whangarei,P O Box 5034,,Whangarei,140,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations should not be requested unless for a school camp,Single Sex (Boys School),Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Regent,Okara Ward,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.716116,174.318379,0.60,,1266,647,501,31,52,17,8,10
16,Whangārei Girls’ High School,09 430 4460,09 430 4410,office@wghs.school.nz,Anne Cooper,http://www.wghs.school.nz,1 Lupton Avenue,Regent,Whangarei,P O Box 5056,,Whangarei,140,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations should not be requested unless for a school camp,Single Sex (Girls School),Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Regent,Okara Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.713329,174.319558,0.60,,1448,695,580,42,84,12,14,21
17,Pompallier Catholic College,09 438 3950,09 430 0302,admin@pompallier.school.nz,Richard Stanton,http://www.pompalliercollege.school.nz,State Highway 14,Maunu,Whangarei,P O Box 10042,Te Mai,Whangarei,143,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Te Hihi,Mangakahia-Maungatapere Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.744864,174.275713,0.67,,626,359,103,28,100,17,14,5
18,Mangakahia Area School,09 433 1702,,admin@mangakahia.school.nz,Maria Dunn,http://www.mangakahia.school.nz,1480 Mangakahia Road,Titoki,Whangarei,Private Bag,Titoki,Whangarei,140,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Opouteke-Tanekaha,Mangakahia-Maungatapere Ward,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.732278,174.058779,1.06,,79,4,72,0,2,0,1,0
19,Dargaville High School,09 439 7229,09 439 7563,office@darghigh.school.nz,Michael Houghton,http://www.dargavillehighschool.co.nz,Plunket Street,,Dargaville,Plunket Street,,Dargaville,310,Minor Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Donations should not be requested unless for a school camp,Co-Educational,Kaipara District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Dargaville,Dargaville Ward,99185,Northern Wairoa Kāhui Ako,-35.931691,173.868056,1.58,,400,141,212,20,23,3,1,0
20,Bream Bay College,09 432 8226,09 432 8228,kwhimp@breambaycollege.school.nz,Julian Cosgrove,http://www.breambaycollege.school.nz/,2 Peter Snell Road,,Ruakaka,P O Box 111,,Ruakaka,151,Rural Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Marsden Point-Ruakaka,Bream Bay Ward,99184,Bream Bay Kāhui Ako,-35.876079,174.455784,0.98,,565,271,218,29,32,10,3,2
21,Otamatea High School,09 431 8230,09 431 8229,ohs@otamatea.school.nz,Dirk Smyth,http://www.otamatea.school.nz,Bickerstaffe Road,,Maungaturoto,P O Box 64,,Maungaturoto,547,Rural Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Kaipara District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Rehia-Oneriri,Otamatea Ward,99118,Twin Coast Community of Learning,-36.117231,174.365259,1.38,,635,383,203,14,26,6,3,0
22,Ruawai College,09 439 2216,09 439 2214,,Raeleen Harre,http://www.ruawaicollege.school.nz,4375 State Highway 12,,Ruawai,P O Box 7,,Ruawai,549,Rural Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Kaipara District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Rehia-Oneriri,West Coast-Central Ward,,,-36.122571,174.011673,1.86,,138,52,79,5,2,0,0,0
23,Rodney College,09 423 6030,09 423 7555,eo@rodneycollege.school.nz,Irene Symes,http://www.rodneycollege.school.nz,287 Rodney Street,,Wellsford,287 Rodney Street,,Wellsford,900,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Rodney,Auckland Region,Auckland,Auckland,Kaipara ki Mahurangi,Te Tai Tokerau,Wellsford,Rodney Ward,,,-36.288160,174.520831,1.06,,333,174,111,13,26,5,4,0
24,Mahurangi College,09 425 8039,09 425 7275,admin@mahurangi.school.nz,Tony Giles,http://www.mahurangi.school.nz,Woodcocks Road,,Warkworth,P O Box 64,,Warkworth,941,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Rodney,Auckland Region,Auckland,Auckland,Kaipara ki Mahurangi,Te Tai Tokerau,Warkworth,Rodney Ward,99122,Mahurangi Community of Learning,-36.406517,174.655544,0.61,,1473,952,271,114,61,32,13,30
25,Orewa College,09 427 3833,,admin@orewacollege.nz,Greg Pierce,https://www.orewacollege.nz/,76 Riverside Road,,Orewa,P O Box 345,,Orewa,946,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Hibiscus and Bays,Auckland Region,Auckland,Auckland,Whangaparaoa,Te Tai Tokerau,Orewa,Albany Ward,99069,Orewa Community of Learning,-36.591698,174.689747,0.56,,1963,1218,276,86,246,55,39,43
26,Kaipara College,09 420 8640,09 420 7485,info@kaipara.school.nz,Cindy Sullivan,http://www.kaipara.school.nz/,Rautawhiri Road,,Helensville,Rautawhiri Road,,Helensville,800,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Rodney,Auckland Region,Auckland,Auckland,Kaipara ki Mahurangi,Te Tai Tokerau,Helensville,Rodney Ward,99097,Te Kāhui Ako o Kaipara,-36.680156,174.459138,0.91,,775,500,191,29,34,10,9,2
27,Long Bay College,09 477 9009,09 477 9105,office@lbc.school.nz,CJ Healey,http://www.longbaycollege.com,Ashley Avenue,Torbay,Auckland,P O Box 89007,Torbay,Auckland,742,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Hibiscus and Bays,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,Long Bay,Albany Ward,99121,Oneroa Community of Learning,-36.691395,174.738757,0.30,,1603,1009,139,33,222,85,19,96
28,Rangitoto College,09 477 0150,09 477 0077,info@rangitoto.school.nz,Patrick Gale,http://www.rangitoto.school.nz,564 East Coast Road,Browns Bay,Auckland,P O Box 93601,Browns Bay,Auckland,753,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,Windsor Park,Albany Ward,99000,Mid Bays Community of Schools,-36.737197,174.736684,0.20,,3493,1473,207,66,1378,155,36,178
29,Kristin School,09 415 9566,,kristin@kristin.school.nz,Mark Wilson,http://www.kristin.school.nz/,360 Albany Highway,Albany,Auckland,P O Box 300087,Albany,Auckland,752,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,North Harbour West,Albany Ward,,,-36.742989,174.692243,Not applicable,,1689,721,47,14,826,33,7,41
30,Glenfield College,09 444 9066,09 444 7198,admin@gc.ac.nz,Paul McKinley,https://www.gc.ac.nz/,60 Kaipatiki Road,Glenfield,Auckland,P O Box 40176,Glenfield,North Shore City,747,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Kaipatiki,Auckland Region,Auckland,Auckland,Northcote,Te Tai Tokerau,Kaipatiki,North Shore Ward,99120,Kaipātiki Kāhui Ako,-36.779801,174.714953,0.10,,576,181,87,54,213,25,10,6
31,Birkenhead College,09 483 9039,09 483 4094,office@birkenhead.school.nz,Craig Waller,http://www.birkenhead.school.nz/,140 Birkdale Road,Birkenhead,Auckland,Private Bag 34911,Birkenhead,North Shore City,746,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Kaipatiki,Auckland Region,Auckland,Auckland,Northcote,Te Tai Tokerau,Birkdale South,North Shore Ward,99214,Te Ara Whetū Kāhui Ako,-36.799175,174.701151,0.17,,470,177,106,72,74,19,5,17
32,Northcote College,09 481 0141,09 481 0142,office@northcote.school.nz,Vicki Barrie,http://www.northcote.school.nz,Kauri Glen Road,Northcote,Auckland,Kauri Glen Road,Northcote,North Shore City,627,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Kaipatiki,Auckland Region,Auckland,Auckland,Northcote,Te Tai Tokerau,Northcote South,North Shore Ward,99067,Northcote Community of Learning,-36.808881,174.733677,0.14,,1260,664,166,91,221,44,8,66
35,Carmel College,09 486 1132,09 486 2286,admin@carmel.school.nz,Sarah Kemble,http://www.carmel.school.nz/,108 Shakespeare Road,Milford,Auckland,P O Box 31142,Milford,North Shore City,741,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Single Sex (Girls School),Auckland - Devonport-Takapuna,Auckland Region,Auckland,Auckland,North Shore,Te Tai Tokerau,Westlake,North Shore Ward,99126,North Shore Catholic Schools Community of Learning,-36.779176,174.756742,0.05,,1028,541,53,69,276,51,4,34
36,Takapuna Grammar School,09 489 4167,09 486 7118,office@takapuna.school.nz,Mary Nixon,http://www.takapuna.school.nz,210 Lake Road,Takapuna,Auckland,P O Box 331096,Takapuna,Auckland,740,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Devonport-Takapuna,Auckland Region,Auckland,Auckland,North Shore,Te Tai Tokerau,Seacliffe,North Shore Ward,99048,Devonport-Takapuna Kāhui Ako,-36.800616,174.788477,0.17,,2023,1217,159,52,357,77,27,134
37,Westlake Boys High School,09 410 8667,09 410 7717,office@westlake.school.nz,David Ferguson,http://www.westlake.school.nz,Forrest Hill Road,Takapuna,Auckland,30 Forrest Hill Road,Forrest Hill,North Shore City,620,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Single Sex (Boys School),Auckland - Devonport-Takapuna,Auckland Region,Auckland,Auckland,North Shore,Te Tai Tokerau,Westlake,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.777366,174.749491,0.03,,2590,1151,255,130,852,105,15,82
38,Westlake Girls' High School,09 489 4169,09 486 1860,office@westlakegirls.school.nz,Jane Stanley,http://www.westlakegirls.school.nz,2 Wairau Road,Takapuna,Auckland,2 Wairau Road,Takapuna,North Shore City,627,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Single Sex (Girls School),Auckland - Devonport-Takapuna,Auckland Region,Auckland,Auckland,North Shore,Te Tai Tokerau,Westlake,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.782458,174.752309,0.03,,2158,869,217,118,763,96,14,81
39,Rosmini College,09 489 5417,09 489 5323,jmeurant@rosmini.school.nz,Jon Dale (Acting),http://www.rosmini.school.nz,36 Dominion Street,Takapuna,Auckland,36 Dominion Street,Takapuna,North Shore City,622,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Single Sex (Boys School),Auckland - Devonport-Takapuna,Auckland Region,Auckland,Auckland,North Shore,Te Tai Tokerau,Westlake,North Shore Ward,99126,North Shore Catholic Schools Community of Learning,-36.792443,174.760146,0.08,,1100,578,117,87,259,42,1,16
40,Rutherford College,09 834 9790,09 834 6506,admin@rutherford.school.nz,Gary Moore,https://www.rutherford.school.nz/,Kotuku Street,Te Atatu,Auckland,Kotuku Street,Te Atatu Peninsula,Waitakere,610,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Te Atatu,Te Tai Tokerau,Te Atatu Central,Waitakere Ward,99013,Te Atatu Community of Learning,-36.852590,174.646309,0.32,,1394,487,327,197,284,56,11,32
41,Macleans College,09 535 2620,09 535 2621,Beyza.McEvoy@macleans.school.nz,Steven Hargreaves,http://www.macleans.school.nz,2 Macleans Road,Bucklands Beach,Auckland,Private Bag 94201,Howick,Auckland,2145,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Bucklands and Eastern Beaches,Howick Ward,99216,Te Ara Bucklands Beach Kāhui Ako,-36.882722,174.914424,0.41,,2784,784,82,57,1621,73,13,154
42,Green Bay High School,09 817 8173,09 817 8264,office@greenbayhigh.school.nz,Fiona Barker,http://www.greenbayhigh.school.nz,143-161 Godley Road,Green Bay,Auckland,161 Godley Road,Green Bay,Waitakere,604,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Whau,Auckland Region,Auckland,Auckland,New Lynn,Tamaki Makaurau,Green Bay,Whau Ward,99062,Kōtuitui Community of Learning,-36.930950,174.669395,0.08,,1670,1074,220,96,185,55,9,31
43,Massey High School,09 831 0500,09 833 9200,office@masseyhigh.school.nz,Alastair Fairley,http://www.masseyhigh.school.nz/,274 Don Buck Road,Massey,Auckland,274 Don Buck Road,Massey,Waitakere,614,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Upper Harbour,Te Tai Tokerau,Birdwood East,Waitakere Ward,99125,Te Kāhui Ako o Tiriwā,-36.841880,174.601693,0.35,,1646,487,381,435,261,59,9,14
44,Waitakere College,09 836 7890,09 836 7892,secretary@waitakerecollege.school.nz,,https://www.waitakerecollege.school.nz/,42 Rathgar Road,Henderson,Auckland,P O Box 21144,Henderson,Waitakere,650,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Te Atatu,Te Tai Tokerau,Fairdene,Waitakere Ward,99092,Te Kāhui Ako o Waitakere Waitakere Community of Learners,-36.867097,174.620712,0.24,,1623,376,416,398,366,49,9,9
45,Henderson High School,09 838 9085,09 838 9164,accounts@hhs.school.nz,Ros Robertson,http://www.hhs.school.nz,Henderson Valley Road,Henderson,Auckland,P O Box 21141,Henderson,Waitakere,650,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Te Atatu,Te Tai Tokerau,Henderson South,Waitakere Ward,99029,Henderson Community of Learning,-36.883656,174.628205,0.21,,986,322,255,233,137,30,5,4
46,Liston College,09 838 9350,09 837 9809,nicki.packer@liston.school.nz,Anthony Swanink,http://www.liston.school.nz,69 Rathgar Road,Henderson,Auckland,69 Rathgar Road,Henderson,Waitakere,610,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Single Sex (Boys School),Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Te Atatu,Te Tai Tokerau,Fairdene,Waitakere Ward,99092,Te Kāhui Ako o Waitakere Waitakere Community of Learners,-36.866064,174.623159,0.24,,818,224,81,209,256,32,7,9
